positionId,positionName,companyFullName,companySize,industryField,financeStage,createTime,city,salary,workYear,jobNature,education
6748154,机器学习研发工程师（Python）,广州南天电脑系统有限公司,500-2000人,数据服务,上市公司,2020-04-07 17:03:42,广州,10k-18k,1-3年,全职,本科
5473956,python后端实习,杭州艾耕科技有限公司,150-500人,移动互联网 数据服务,A轮,2020-04-07 17:25:34,杭州,4k-6k,应届毕业生,实习,本科
6904999,风控策略分析师（SZ）-Python,墨智科技（深圳）有限公司,15-50人,移动互联网 数据服务,A轮,2020-04-07 17:17:08,深圳,10k-20k,1-3年,全职,本科
5920754,高级python工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 17:10:56,北京,30k-60k,3-5年,全职,本科
6960880,python,深圳市云间网络科技有限公司,50-150人,移动互联网 企业服务,不需要融资,2020-04-07 17:09:20,杭州,8k-13k,1-3年,全职,大专
6922271,运维开发工程师（java/Python）,广州南天电脑系统有限公司,500-2000人,数据服务,上市公司,2020-04-07 17:03:41,福州,6k-12k,1-3年,全职,本科
6949871,PHP/Python平台开发工程师,新浪网技术（中国）有限公司,2000人以上,文娱丨内容,上市公司,2020-04-07 17:03:32,北京,15k-30k,不限,全职,本科
4088383,Python开发工程师,上海宏路数据技术股份有限公司,150-500人,移动互联网,上市公司,2020-04-07 17:03:31,上海,7k-14k,不限,全职,不限
6154288,python视频后台工程师,北京影谱科技股份有限公司,50-150人,文娱丨内容 广告营销,上市公司,2020-04-07 17:02:46,北京,20k-30k,3-5年,全职,本科
6231316,高级Python研发工程师,北京升鑫网络科技有限公司,150-500人,数据服务,B轮,2020-04-07 17:02:42,北京,25k-45k,3-5年,全职,本科
6430112,Python开发工程师实习生,上海脉策数据科技有限公司,50-150人,数据服务 企业服务,A轮,2020-04-07 17:01:52,上海,3k-6k,应届毕业生,实习,本科
5743929,Python Web全栈研发实习生,深圳码隆科技有限公司,50-150人,移动互联网,B轮,2020-04-07 17:01:45,北京,4k-5k,应届毕业生,全职,本科
6727278,python开发工程师,网易（杭州）网络有限公司,2000人以上,电商,上市公司,2020-04-07 17:00:36,广州,15k-30k,不限,全职,本科
6038726,python,上海华钦信息科技股份有限公司,500-2000人,数据服务 金融,未融资,2020-04-07 17:00:14,上海,16k-25k,3-5年,全职,本科
4639065,Python开发工程师,江苏润和软件股份有限公司,2000人以上,移动互联网,上市公司,2020-04-07 16:59:31,西安,8k-15k,1-3年,全职,本科
6950437,python开发工程师,天聚地合（苏州）数据股份有限公司,50-150人,数据服务,C轮,2020-04-07 16:59:03,苏州,10k-20k,3-5年,全职,本科
4254613,Python开发实习生-短视频方向,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 17:08:05,上海,4k-8k,不限,实习,本科
5874290,python开发工程师,北京影谱科技股份有限公司,50-150人,文娱丨内容 广告营销,上市公司,2020-04-07 17:02:46,北京,15k-30k,3-5年,全职,本科
6279719,python开发工程师,上海脉策数据科技有限公司,50-150人,数据服务 企业服务,A轮,2020-04-07 17:01:52,上海,14k-18k,1-3年,全职,本科
6771564,Python开发工程师,陕西尚品信息科技有限公司,15-50人,其他 移动互联网,A轮,2020-04-07 16:56:26,西安,8k-10k,1-3年,全职,本科
6711737,客户端开发工程师（C++/Python）,广州智品移动技术有限公司,50-150人,移动互联网 电商,A轮,2020-04-07 16:54:34,广州,18k-25k,不限,全职,本科
6829280,python工程师,厦门众库科技有限公司,150-500人,数据服务 消费生活,未融资,2020-04-07 16:54:21,厦门,7k-12k,不限,全职,本科
6800450,Python开发工程师,上海斯干网络科技有限公司,150-500人,移动互联网 文娱丨内容,B轮,2020-04-07 16:51:14,上海,20k-40k,5-10年,全职,本科
6394378,Python爬虫工程师,深圳市菲凡数据科技有限公司,15-50人,电商 数据服务,不需要融资,2020-04-07 16:48:46,深圳,10k-20k,1-3年,全职,大专
6687181,Python开发实习生,深圳佑驾创新科技有限公司,150-500人,硬件 其他,A轮,2020-04-07 16:48:00,深圳,6k-10k,应届毕业生,全职,本科
4335142,Python开发工程师,圆通速递有限公司,2000人以上,物流丨运输,上市公司,2020-04-07 16:46:18,杭州,15k-30k,3-5年,全职,本科
6710783,python爬虫,杭州易搜车信息技术有限公司,15-50人,移动互联网,A轮,2020-04-07 16:44:41,杭州,15k-20k,1-3年,全职,大专
6822406,Python开发工程师,上海微创软件股份有限公司,2000人以上,企业服务 移动互联网,不需要融资,2020-04-07 16:44:04,上海,16k-28k,3-5年,全职,本科
6956543,软件工程师(Python),梅卡曼德（北京）机器人科技有限公司,150-500人,企业服务 硬件,B轮,2020-04-07 16:43:53,北京,20k-25k,1-3年,全职,本科
6267387,Python 后台开发工程师,上海媒智科技有限公司,15-50人,移动互联网,不需要融资,2020-04-07 16:43:05,上海,15k-25k,3-5年,全职,本科
2542788,Python,成都捷云智慧科技有限公司,15-50人,移动互联网,不需要融资,2020-04-07 16:42:14,成都,8k-12k,1-3年,全职,本科
5920752,python开发工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 17:06:45,北京,20k-35k,1-3年,全职,本科
6318880,高级python爬虫工程师,深圳市菲凡数据科技有限公司,15-50人,电商 数据服务,不需要融资,2020-04-07 16:48:46,深圳,15k-25k,3-5年,全职,本科
6884621,Python工程师,深圳佑驾创新科技有限公司,150-500人,硬件 其他,A轮,2020-04-07 16:47:59,深圳,15k-30k,1-3年,全职,大专
6972574,Python开发工程师,中国通信服务香港有限公司,50-150人,移动互联网,不需要融资,2020-04-07 16:42:01,北京,10k-20k,3-5年,全职,本科
6842642,Python高级开发工程师,上海答派体育文化发展有限公司,50-150人,移动互联网 游戏,不需要融资,2020-04-07 16:41:35,上海,16k-25k,3-5年,全职,本科
6922468,Python开发工程师,深圳平安综合金融服务有限公司,2000人以上,金融,上市公司,2020-04-07 16:31:44,上海,15k-30k,3-5年,全职,本科
6484575,python工程师（偏NLP方向）,杭州涂鸦信息技术有限公司,500-2000人,移动互联网 硬件,C轮,2020-04-07 16:29:37,杭州,15k-30k,3-5年,全职,本科
6287886,Python 服务端研发工程师,上海晨芽教育科技有限公司,50-150人,教育,天使轮,2020-04-07 16:29:34,上海,15k-25k,3-5年,全职,本科
6124622,Sr Python Engineer,励德爱思唯尔信息技术（北京）有限公司,500-2000人,不限,上市公司,2020-04-07 16:29:32,上海,20k-40k,5-10年,全职,本科
5973013,高级后端研发工程师(node/python),深圳市中联创新自控系统有限公司,150-500人,移动互联网,未融资,2020-04-07 16:27:35,深圳,18k-30k,3-5年,全职,本科
6072230,python开发工程师,北京势在必行网络科技有限公司,50-150人,移动互联网,不需要融资,2020-04-07 16:26:28,北京,25k-50k,5-10年,全职,本科
6872832,Python高级开发,北京宝兰德软件股份有限公司,150-500人,企业服务,上市公司,2020-04-07 16:25:10,长沙,15k-30k,5-10年,全职,大专
6905919,python开发（懂点安全）,北京金山办公软件股份有限公司,2000人以上,移动互联网,上市公司,2020-04-07 16:25:05,珠海,15k-25k,3-5年,全职,大专
6961757,python开发,申朴信息技术（上海）股份有限公司,150-500人,金融,未融资,2020-04-07 16:24:41,上海,17k-21k,5-10年,全职,本科
6988655,高级Python开发工程师,北京源堡科技有限公司,500-2000人,硬件,未融资,2020-04-07 16:22:12,北京,15k-30k,3-5年,全职,本科
6327021,Python开发工程师,杭州涂鸦信息技术有限公司,500-2000人,移动互联网 硬件,C轮,2020-04-07 16:29:36,杭州,20k-30k,3-5年,全职,本科
6824031,Senior Python,励德爱思唯尔信息技术（北京）有限公司,500-2000人,不限,上市公司,2020-04-07 16:29:32,上海,20k-30k,5-10年,全职,本科
6973919,python实习,北京势在必行网络科技有限公司,50-150人,移动互联网,不需要融资,2020-04-07 16:26:28,北京,6k-12k,应届毕业生,全职,不限
6938834,python后端,北京宝兰德软件股份有限公司,150-500人,企业服务,上市公司,2020-04-07 16:25:09,西安,15k-25k,3-5年,全职,本科
6881849,Python开发工程师,北京达佳互联信息技术有限公司,2000人以上,文娱丨内容,D轮及以上,2020-04-07 16:22:12,北京,20k-25k,不限,全职,本科
6010116,python开发工程师（后端开发）,北京聚道科技有限公司,15-50人,医疗丨健康 数据服务,B轮,2020-04-07 16:19:00,北京,15k-30k,1-3年,全职,本科
4992755,Python开发,上海海万信息科技股份有限公司,500-2000人,移动互联网 金融,不需要融资,2020-04-07 16:15:52,上海,14k-20k,3-5年,全职,本科
6885708,Python研发工程师,北京融联世纪信息技术有限公司,500-2000人,金融,未融资,2020-04-07 16:15:49,北京,23k-27k,3-5年,全职,本科
6871652,python高级开发,上海思贤信息技术股份有限公司,50-150人,移动互联网 数据服务,未融资,2020-04-07 16:15:47,上海,15k-30k,3-5年,全职,本科
6917432,python,北京智蓝云信科技有限公司,150-500人,企业服务 数据服务,不需要融资,2020-04-07 16:13:31,北京,12k-20k,5-10年,全职,本科
6910440,Python讲师（Python Web方向）,北京传智播客教育科技有限公司,500-2000人,教育,C轮,2020-04-07 16:10:59,北京,30k-50k,5-10年,全职,本科
5093267,Python后端开发工程师,恒羿网络科技（上海）有限公司,15-50人,移动互联网 医疗丨健康,B轮,2020-04-07 16:10:53,上海,20k-25k,1-3年,全职,本科
6945895,Python工程师,厦门众库科技有限公司,150-500人,数据服务 消费生活,未融资,2020-04-07 16:09:56,厦门,7k-12k,1-3年,全职,本科
2881943,python开发,杭州盈丰软件股份有限公司,150-500人,移动互联网 金融,上市公司,2020-04-07 16:09:30,杭州,6k-10k,1-3年,全职,本科
6434609,Python/Golang开发工程师,北京微光果壳科技有限公司,150-500人,移动互联网 企业服务,不需要融资,2020-04-07 16:08:21,北京,25k-40k,3-5年,全职,本科
6411729,高级后端开发工程师（Python或Java）,北京聚道科技有限公司,15-50人,医疗丨健康 数据服务,B轮,2020-04-07 16:19:00,北京,20k-40k,3-5年,全职,本科
6885717,测试开发工程师（Python）,北京融联世纪信息技术有限公司,500-2000人,金融,未融资,2020-04-07 16:15:49,北京,22k-26k,3-5年,全职,本科
5358148,资深Python后端开发工程师,恒羿网络科技（上海）有限公司,15-50人,移动互联网 医疗丨健康,B轮,2020-04-07 16:10:53,上海,20k-35k,3-5年,全职,本科
6548432,python开发工程师,北京神州绿盟信息安全科技股份有限公司,500-2000人,信息安全,上市公司,2020-04-07 16:07:57,武汉,15k-25k,不限,全职,本科
6963239,python工程师,贵州电子商务云运营有限责任公司,50-150人,电商 数据服务,未融资,2020-04-07 16:06:05,贵阳,6k-12k,不限,全职,本科
6861235,Python爬虫工程师 (MJ000130),凤凰飞扬（北京）新媒体信息技术有限公司,2000人以上,文娱丨内容,上市公司,2020-04-07 16:05:45,北京,15k-25k,1-3年,全职,本科
6746329,信息系统开发工程师（PYTHON方向）,中汽研汽车工业工程（天津）有限公司,150-500人,企业服务 其他,不需要融资,2020-04-07 15:58:06,天津,8k-12k,1-3年,全职,本科
6838004,Python高级工程师,四川特力飞科技有限公司,50-150人,软件开发 金融,未融资,2020-04-07 15:57:17,成都,12k-16k,5-10年,全职,本科
6817625,python开发,华为技术有限公司,2000人以上,通讯电子,不需要融资,2020-04-07 15:56:31,深圳,15k-30k,3-5年,全职,本科
6694049,Python/Django/后端开发,北京慧达天下科技有限公司,50-150人,移动互联网,A轮,2020-04-07 15:55:50,北京,15k-25k,不限,全职,本科
6875174,Python开发工程师,华扬联众数字技术股份有限公司,2000人以上,移动互联网 广告营销,上市公司,2020-04-07 15:54:41,南京,8k-16k,1-3年,全职,本科
6767238,Python 研发工程师,成都安舟信息技术有限公司,15-50人,信息安全,未融资,2020-04-07 15:53:04,成都,7k-12k,1-3年,全职,本科
6940970,Python开发工程师,珠海市魅族科技有限公司,2000人以上,移动互联网 硬件,A轮,2020-04-07 15:50:33,珠海,10k-17k,3-5年,全职,本科
5959430,Python工程师,深圳市客路网络科技有限公司,500-2000人,旅游,D轮及以上,2020-04-07 15:48:01,深圳,10k-20k,1-3年,全职,本科
5242007,python后台工程师,混沌时代（北京）教育科技有限公司,150-500人,移动互联网 教育,不需要融资,2020-04-07 15:45:24,北京,20k-40k,3-5年,全职,本科
6837973,python中级工程师,四川特力飞科技有限公司,50-150人,软件开发 金融,未融资,2020-04-07 15:57:17,成都,9k-12k,3-5年,全职,本科
4313110,python后台工程师,混沌时代（北京）教育科技有限公司,150-500人,移动互联网 教育,不需要融资,2020-04-07 15:45:23,北京,15k-25k,1-3年,全职,本科
4870150,Python高级讲师,北京优思安科技有限公司,150-500人,教育,A轮,2020-04-07 15:42:38,北京,20k-40k,3-5年,全职,本科
3394415,高级Python开发,上海亦存网络科技有限公司,50-150人,企业服务 数据服务,不需要融资,2020-04-07 15:42:09,上海,20k-40k,3-5年,全职,本科
4744335,高级Python后端工程师,北京理享家商务信息咨询有限公司,150-500人,金融,D轮及以上,2020-04-07 15:37:50,北京,15k-25k,3-5年,全职,本科
6973382,中级C++ 短期 Qt、Python,厦门唐普信息技术有限公司,50-150人,企业服务 数据服务,B轮,2020-04-07 15:36:41,厦门,13k-18k,3-5年,全职,本科
5595152,Lead Go/Python/Java工程师,飞维美地信息技术（北京）有限公司,500-2000人,企业服务 数据服务,上市公司,2020-04-07 15:35:50,北京,35k-45k,5-10年,全职,本科
4968061,Python数据工程师,數立方研究中心有限公司,50-150人,其他,上市公司,2020-04-07 15:34:48,广州,12k-24k,1-3年,全职,本科
4152250,Python高级开发工程师,成都市肆零肆网络科技有限公司,50-150人,信息安全 数据服务,未融资,2020-04-07 15:32:31,成都,10k-18k,3-5年,全职,本科
4904965,Python,浙江乐檬信息技术有限公司,50-150人,企业服务 消费生活,未融资,2020-04-07 15:32:13,宁波,10k-15k,3-5年,全职,本科
6883010,资深python开发工程师,深圳市易博天下科技有限公司,150-500人,移动互联网 消费生活,上市公司,2020-04-07 15:32:07,深圳,18k-25k,5-10年,全职,本科
6937569,python开发工程师,易宝软件科技（南京）有限公司,150-500人,移动互联网,上市公司,2020-04-07 15:32:02,成都,12k-20k,3-5年,全职,本科
6894109,高级Python工程师,杭州兑吧网络科技有限公司,500-2000人,移动互联网,上市公司,2020-04-07 15:31:10,杭州,15k-30k,3-5年,全职,本科
6551599,Python/Go研发工程师,北京国双科技有限公司,500-2000人,数据服务 企业服务,上市公司,2020-04-07 15:25:41,北京,10k-15k,应届毕业生,全职,本科
6939574,python开发工程师,蓝月亮（中国）有限公司,2000人以上,消费生活,不需要融资,2020-04-07 15:24:35,广州,13k-18k,1-3年,全职,本科
3175737,Python高级开发工程师,北京理享家商务信息咨询有限公司,150-500人,金融,D轮及以上,2020-04-07 15:37:50,北京,15k-25k,1-3年,全职,本科
3687374,资深Java/Python/C#/PHP开发,飞维美地信息技术（北京）有限公司,500-2000人,企业服务 数据服务,上市公司,2020-04-07 15:35:49,北京,27k-36k,3-5年,全职,本科
6882991,python开发,深圳市易博天下科技有限公司,150-500人,移动互联网 消费生活,上市公司,2020-04-07 15:32:07,深圳,12k-17k,1-3年,全职,本科
6938663,python开发工程师,易宝软件科技（南京）有限公司,150-500人,移动互联网,上市公司,2020-04-07 15:32:02,杭州,8k-16k,3-5年,全职,本科
6277455,高级Python开发工程师,上海睿畜电子科技有限公司,15-50人,数据服务 硬件,A轮,2020-04-07 15:24:06,上海,16k-23k,3-5年,全职,本科
6943862,实习生（Python方向）,深圳司南数据服务有限公司,15-50人,数据服务,A轮,2020-04-07 15:22:43,深圳,2k-4k,应届毕业生,全职,本科
4703407,Python Web 后端研发工程师,杭州美登科技股份有限公司,15-50人,电商 企业服务,不需要融资,2020-04-07 15:22:23,杭州,15k-30k,1-3年,全职,本科
6660901,高级Python开发工程师,叽里呱啦文化传播（上海）有限公司,500-2000人,移动互联网 教育,B轮,2020-04-07 15:18:44,上海,20k-35k,3-5年,全职,本科
1129193,Python后端工程师,福州微猪信息科技有限公司,少于15人,移动互联网 其他,未融资,2020-04-07 15:15:12,福州,9k-12k,3-5年,全职,大专
6958105,python开发（游戏）,广州和展电子科技有限公司,150-500人,软件开发,未融资,2020-04-07 15:14:44,广州,10k-15k,1-3年,全职,本科
6380834,python工程师,南京云帐房网络科技有限公司北京分公司,150-500人,移动互联网,C轮,2020-04-07 15:14:26,南京,15k-20k,3-5年,全职,本科
2884865,Python工程师,杭州映云科技有限公司,15-50人,企业服务 物联网,A轮,2020-04-07 15:13:55,昆明,6k-12k,1-3年,全职,本科
5268012,Python工程师 - 实习,联合信用投资咨询有限公司,50-150人,金融 数据服务,不需要融资,2020-04-07 15:12:24,天津,3k-4k,不限,实习,本科
6300502,python开发,杭州中焯信息技术股份有限公司,50-150人,金融,不需要融资,2020-04-07 15:12:10,杭州,15k-20k,3-5年,全职,本科
3720481,Python数据与爬虫工程师,北京百观科技有限公司,15-50人,数据服务 金融,A轮,2020-04-07 15:08:58,北京,12k-24k,1-3年,全职,本科
6530860,高级Python开发工程师,上海睿畜电子科技有限公司,15-50人,数据服务 硬件,A轮,2020-04-07 15:24:05,上海,16k-23k,3-5年,全职,本科
4671592,python研发工程师,杭州美登科技股份有限公司,15-50人,电商 企业服务,不需要融资,2020-04-07 15:22:23,杭州,15k-30k,1-3年,全职,本科
6650438,python开发工程师,叽里呱啦文化传播（上海）有限公司,500-2000人,移动互联网 教育,B轮,2020-04-07 15:18:43,上海,15k-30k,1-3年,全职,本科
6662704,python开发工程师,深圳市金证科技股份有限公司,2000人以上,金融,上市公司,2020-04-07 15:06:58,北京,15k-25k,3-5年,全职,本科
6977029,python工程师,北京神州付科技有限公司,150-500人,移动互联网 金融,上市公司,2020-04-07 15:05:31,北京,15k-30k,1-3年,全职,本科
3010852,Python后端开发工程师,克鲁（北京）网络科技有限公司,50-150人,移动互联网 文娱丨内容,B轮,2020-04-07 15:04:53,北京,20k-40k,3-5年,全职,本科
6906127,c++/java/Python/go,上海星暖文化传媒有限公司,15-50人,文娱丨内容,未融资,2020-04-07 15:00:18,北京,30k-60k,5-10年,全职,本科
6922412,Python开发工程师,银河航天（北京）科技有限公司,50-150人,移动互联网,A轮,2020-04-07 14:54:30,北京,15k-30k,5-10年,全职,本科
6480934,openstack研发工程师/架构（Python）,北京京东世纪贸易有限公司,2000人以上,电商,上市公司,2020-04-07 14:54:09,北京,25k-50k,5-10年,全职,本科
6891445,python 开发工程师(J10375),成都知道创宇信息技术有限公司,500-2000人,信息安全,C轮,2020-04-07 14:51:44,成都,12k-20k,3-5年,全职,不限
1565393,Django/Python/后端开发,耘智信息科技（上海）有限公司,15-50人,移动互联网 企业服务,A轮,2020-04-07 14:48:12,上海,20k-35k,3-5年,全职,本科
6579852,测试开发工程师（python）,北京高思博乐教育科技股份有限公司,2000人以上,教育 移动互联网,上市公司,2020-04-07 14:47:04,北京,15k-30k,1-3年,全职,本科
6718522,python软件工程师,六度云计算有限公司北京分公司,50-150人,移动互联网 社交,未融资,2020-04-07 14:45:40,北京,13k-25k,3-5年,全职,本科
4032786,python开发工程师,北京神州绿盟信息安全科技股份有限公司,500-2000人,信息安全,上市公司,2020-04-07 14:44:18,西安,9k-15k,1-3年,全职,本科
6721921,python（odoo)开发工程师,北京鼎润达信息技术有限公司,50-150人,电商,不需要融资,2020-04-07 14:38:57,成都,10k-20k,3-5年,全职,本科
6770290,Python开发工程师（CBB）(J12178),北京神州绿盟信息安全科技股份有限公司,500-2000人,信息安全,上市公司,2020-04-07 14:44:17,西安,12k-18k,1-3年,全职,本科
5966571,算法工程师（Python）,北京深睿博联科技有限责任公司,150-500人,移动互联网 医疗丨健康,C轮,2020-04-07 14:38:09,北京,15k-30k,3-5年,全职,本科
6967019,德科云计算研发工程师-python,西安华为技术有限公司,2000人以上,数据服务 硬件,不需要融资,2020-04-07 14:34:06,西安,10k-20k,不限,全职,本科
5984719,python开发工程师,北京币世界网络科技有限公司,150-500人,移动互联网 金融,A轮,2020-04-07 14:32:10,北京,17k-34k,3-5年,全职,本科
4139441,java开发、C++开发、python、数据库,南京电子工程研究所（中国电子科技集团公司第二十八研究所）,2000人以上,移动互联网 信息安全,不需要融资,2020-04-07 14:28:13,南京,10k-20k,1-3年,全职,硕士
6930376,Python少儿编程讲师,温故知新（上海）教育科技有限公司,15-50人,教育 企业服务,A轮,2020-04-07 14:19:29,上海,8k-12k,3-5年,兼职,本科
6895889,安全研发工程师(python/C)(J10793),中移（苏州）软件技术有限公司,500-2000人,移动互联网,不需要融资,2020-04-07 14:19:06,苏州,20k-30k,3-5年,全职,本科
4646040,python开发工程师,北京向上一心科技有限公司,500-2000人,移动互联网 金融,上市公司,2020-04-07 14:18:14,北京,20k-40k,不限,全职,本科
6798792,Python开发工程师,浙江白鹭资产管理股份有限公司,50-150人,金融,不需要融资,2020-04-07 14:15:54,杭州,15k-25k,3-5年,全职,本科
6966897,Python数据分析工程师,西安几何数字信息技术有限公司,15-50人,移动互联网 数据服务,未融资,2020-04-07 14:05:49,西安,8k-16k,5-10年,全职,本科
6956817,python,成都星阵地科技有限公司,15-50人,移动互联网,天使轮,2020-04-07 14:05:35,成都,12k-24k,3-5年,全职,不限
6805881,Python开发工程师,上海大智慧股份有限公司,500-2000人,移动互联网 金融,上市公司,2020-04-07 14:01:15,上海,10k-20k,1-3年,全职,大专
6274742,python高级讲师,成都蜗牛创想科技有限公司,50-150人,移动互联网 教育,不需要融资,2020-04-07 14:00:34,成都,10k-18k,3-5年,全职,本科
6678872,python开发工程师,普华永道信息技术（上海）有限公司,500-2000人,移动互联网 金融,未融资,2020-04-07 14:00:23,上海,13k-22k,3-5年,全职,本科
5374250,python开发,北京汉迪移动互联网科技股份有限公司,150-500人,移动互联网,不需要融资,2020-04-07 13:59:11,北京,20k-35k,3-5年,全职,本科
6896331,Python开发工程师(J10004),中移（苏州）软件技术有限公司,500-2000人,移动互联网,不需要融资,2020-04-07 14:19:06,苏州,15k-25k,1-3年,全职,本科
6282035,python开发工程师,苏州博纳讯动软件有限公司,150-500人,移动互联网 企业服务,B轮,2020-04-07 13:58:51,上海,15k-20k,3-5年,全职,本科
6734062,Python开发工程师,成都微银合创科技有限公司,15-50人,企业服务 金融,不需要融资,2020-04-07 13:57:20,湖州,5k-8k,应届毕业生,全职,本科
6421727,Python Web工程师,上海担路网络科技有限公司,15-50人,移动互联网 企业服务,未融资,2020-04-07 13:51:33,上海,7k-12k,不限,全职,本科
6935565,Devops研发 - python(J10920),北京仁科互动网络技术有限公司,500-2000人,移动互联网 数据服务,D轮及以上,2020-04-07 13:49:43,北京,15k-22k,3-5年,全职,大专
6869385,PYTHON开发工程师,TCL实业控股股份有限公司,2000人以上,移动互联网 其他,上市公司,2020-04-07 13:48:24,上海,13k-25k,不限,全职,本科
6815019,中级Python开发工程师,北京值得买科技股份有限公司,500-2000人,电子商务,上市公司,2020-04-07 13:45:15,青岛,8k-15k,3-5年,全职,不限
6803253,后端开发工程师（Python/Ruby）,深圳比特屋网络有限公司,15-50人,移动互联网,B轮,2020-04-07 13:43:49,武汉,10k-20k,1-3年,全职,本科
6670907,Python开发工程师,魔珐（上海）信息科技有限公司,50-150人,移动互联网 人工智能,A轮,2020-04-07 13:42:56,上海,18k-30k,3-5年,全职,本科
6986184,大数据开发工程师（Python）,上海诺亚金融服务有限公司,2000人以上,金融,上市公司,2020-04-07 13:42:11,上海,15k-20k,1-3年,全职,本科
6740986,Python/Go开发工程师,新浪网技术（中国）有限公司,2000人以上,文娱丨内容,上市公司,2020-04-07 13:40:59,北京,15k-30k,1-3年,全职,本科
5883394,高级python爬虫工程师,四川无声信息技术有限公司,150-500人,信息安全,不需要融资,2020-04-07 13:38:26,成都,10k-12k,3-5年,全职,本科
6944294,Python开发工程师,北京易华录信息技术股份有限公司,500-2000人,移动互联网,上市公司,2020-04-07 13:37:34,天津,9k-16k,1-3年,全职,本科
6707992,python爬虫实习生,常州指南者教育咨询有限公司,50-150人,教育,不需要融资,2020-04-07 13:36:32,常州,2k-4k,应届毕业生,实习,本科
5741076,Python后端开发,成都知道创宇信息技术有限公司,500-2000人,信息安全,C轮,2020-04-07 13:33:29,成都,8k-10k,1-3年,全职,本科
